Final Data,category,synthetic,subset
"Nothing is better than a bag full of bears! 🐻 When you purchase @Sugarbearhair's 6 month supply, it comes with this cute SugarBearHair cosmetic bag. 💙 I adore it and I couldn't believe how much makeup I was able to fit comfortably in the bag. 🙌🏾 Be sure to take your #Sugarbearhair gummies every day, two gummies a day. 😊",True,False,train
"Inspired by @SIMPLEMobile’s lightning-fast 4G LTE Network ⚡️ We’re in my hometown Chicago for the groundbreaking festival and exhibition, ComplexCon! Some of the most influential and hottest brands will be in attendance and you know I’m bringing you along for the exclusive #UnlockedBySIMPLEMobile experience with live interviews, free swag, VR, and so much more. So, keep those notifications on, you won’t want to miss all the fun!",True,False,train
"Miami Mami is out here 💃🏽♥️ Wish you were here with us on this incredible trip? @cottonon_usa are giving away a USD $5000 travel voucher ✈️ To enter, tag 3 friends + make sure you're all following @cottonon_usa and have your profiles set to public before Feb 27 🔥#COTTONONTRAVELS",True,False,train
<It is a polka dot party over on Atlantic-Pacific today with @mytheresa.com and you are invited // ain't no party like a polka dot party> #Mytheresa #polkadots #vacaystyle @shopstyle,True,False,train
Built for the summer ☀ ️ Dress ; @chichiclothing,True,False,train
Aloha ☺️🌸 Bringing Hawaii to Ibiza with the new @hawaiiant_uk Shimmer Mist - it smells divine & makes you shine. ✨ Now available to buy at @superdrug! 💖 #HawaiiToIbiza,True,False,train
Prepping to explore @WineRiot presented by #DeltaAmexPerks! Can’t wait to experience wine from around the globe! 🍷 Click the link in our bio to grab your tickets! @AmericanExpress @Delta #DeltaAmexPerks #AmexAmbassador,True,False,train
"It’s a celebration when #TheDawgs found out they were booked on @jericho_cruise! Come join the #RegattaOfWrestling and book your cabin NOW at chrisjerichocruise.com! Remember there’s Only a few more days left to win the chance to be a @fozzyrock #RoadlieForADay, sit ringside w #ChrisJericho for a @ringofhonor match or have dinner with #ROH superstars!! DO IT NOW! @rhetttitusanx @ferrarawill",True,False,train
"When your date for the night is a giant pink gummy bear...😂 Last night at the @sugarbearhair launch! They have new pink, vegan, soy-free, gluten-free, cruelty-free multi-vitamin, gummy bear! Plus it has Vegan Collagen boosters (which side note: collagen may reduce cellulite and reverse skin aging!) 📸: @boomkackmua #sugarbearhair pink #bear #blonde #hair",True,False,train
Mommy’s home 😈 this is the “cozy long sleeve sleep romper” avail on adamandeve.com 🖤 new in stock but almost sold out 😱 snag this for 50% off with my code “Trish” and let’s be sexy twinsies 🤫,True,False,train
"@ApothicWine and I began our partnership a year ago and it's been one of the most fun and inspiring projects I've been apart of because it's allowed me to think outside of the box in way I have never before!⁣ ⁣⁣ Not only do they allow me creative control but I'm able to sip fantastic wine throughout it all. What more could anyone ask for?⁣⁣ ⁣ ⁣@ApothicWine is definitely a leader in the industry because of their innovation, taste, and affordability.⁣ It's been an honor to represent such a talented and imaginative team.⁣ ⁣⁣ I'm even more excited to see (and taste!) what else they come up with this year.⁣⁣ ⁣⁣ 𝐂𝐡𝐞𝐞𝐫𝐬 𝐭𝐨 𝐜𝐫𝐞𝐚𝐭𝐢𝐯𝐢𝐭𝐲! #ApothicWine",True,False,train
Thanks again to @alofthotels for the fun night last week. @autografmusic ft. @janellekroll was my favorite music moment and @genkiinstruments had the new tech on lock 🔥#Aloftlive,True,False,train
"🎁 Let ’ s spread some holiday cheer ! 🎁 Because it ’ s the season of giving , I ’ ve teamed up with some amazing blogger babes to give away the gift of style . One of you will win 20 pieces of clothing from our friends @lularoe and 20 pieces for the friend you tag . PLUS each account below will also be picking one winner to win 5 Lularoe pieces , so there ’ s lots of chances to win ! . To enter , follow all the accounts listed below and tag friends in separate comments ( the more besties you tag , the more chances to win ) . . @lularoe @_ashley_noel_ @mrsseacannon @lipglossandcrayons @sheandwolf @sarah_lit @lovestalgia @positivelypearson . Giveaway will close 12/15 at Midnight PST . Must be 18 years or older . Valid in the US only . This giveaway is in no way or affiliated with Instagram .",True,False,train
"Tummy redemption time? Hell yes, @flattummyco!! This sale they’re having is HUGE, like up to 25% off huge.. mawma is going to have to stock up 👌 I’ve been getting some serious results from the Shake It Baby program and it’s all the motivation I need to stay consistent with it, but the taste definitely helps too - I think I’m probably about as fussy as my nuggets, so you know it’s gotta be yummy! Ready to take your health kick up a notch too? Check out the sale going on at flattummyco.com - let me know how your redemption goes!",True,False,train
"Gearing up for the next few months of traveling and shoots, which is the dream and also super tricky on my skin. Sooo packing and prepping includes building a new skincare regimen with C&C by Clean & Clear, whose products are super easy to use and chic and keep my skin balanced. Just tryna stay on my glow. @CandCbyCleanandClear @UltaBeauty #EverydayICandC",True,False,train
Thank you so much to the amazing @ctilburymakeup and @nordstrom team for having me today in your master class. I am absolutely obsessed with all of the new @ctilburymakeup products and I learned so many new tricks that I am dying to try out. I linked everything that we used today in the master class on my @liketoknow.it page for you as well. Screenshot this post or follow me on the #liketkit app for more info and to shop the look! ❤️ #TeachMeYourWays http://liketk.it/2xwbo #RHOD,True,False,train
Chicago has scooters thanks to @lyft! 💓Exploring the city has never been easier. #DoYourCityRight,True,False,train
"👨‍👩‍👧 One of our favorite parts of 💐 Spring is refreshing our family wardrobe so we decided to stop by our local @Marshalls. We go there almost every week! As usual, the shopping experience was wonderful and the prices were amazing. We each found head to toe Spring looks including items from some of our favorite designers. See our IG stories for a behind the scenes look #MarshallsSurprise - 👨‍👩‍👧 Unas de nuestra partes favoritas de la Primavera, es refrescar el guardaropa de la familia. Para esta emocionante tarea, decidimos visitar @Marshalls unas de nuestra tienda favorita, para obtener algunas de sus nueva mercancía de diseñador y por supuesto disfrutar de la experiencia que trae cada departamento. Sigue mirando nuestras historias de IG para enterarte de mas. #MarshallsSurprise #glamdapperstyle #glamdapperfamily",True,False,train
"It has been my absolute pleasure to have shared the powerful events taking place at the @DODWarriorGames! The events honoring 265 wounded, ill and injured service members are still going on until July 8th. The Cycle competition begins here tomorrow at Museum Campus Drive. Have a wonderful week! #WarriorGames",True,False,train
"Hey everyone, around the world! I want to make sure you know there are 7 days left to enter the @aimementoring contest to win 10 golden tickets for the chance to bring the #aimementoring program to YOUR COUNTRY. Help bring equal opportunities for success to youth regardless of their race, financial background, religion or gender. They have been doing incredible work in Australia and now they want to help CHANGE THE WORLD so go to @aimementoring to find out more or aimementoring.com let's stand together and knockdown these walls between us and our greatest potential. So much love xx",True,False,train
"Don’t know about you, but with all this time at home I’ve gotten really efficient with my laundry. For the first time in my life, I find it calming and even therapeutic! My new @maytag Top Load Washer and Dryer deliver in every way. When I’m washing the grimy clothes of two teen boys, the Extra Power button boosts stain-fighting performance and legit makes all the difference. 🤍🧼🤍 #maytag",True,False,train
Good shoes take you to good places 😎😜 So much fun taking the FIAT 124 Spider for a spin last week in our @mgemi's #mgemiandiamo @fiatusa . . 📸 @violent_vendetta,True,False,train
"Last night just chilling on a plant pot s ’ Kay . Cute evening with @jdofficial absolutely LOVE their new #JDXMAS ! Sickkk . Also extremely obsessed with this tracksuit & these trainers . All from @jdwomen , all @adidas ❤ ️ ✨",True,False,train
"Skin Junkies ! Im so excited about this facial video ! Her skin concerns were scars from hormonal acne , hyperpigmentation and dryness ! I know it can be overwhelming when I use multiple lines in my facial so I decided to focus on one entire line for her treatment ! I used my favorite brightening products from Kate Somerville , a brand I'm super passionate about and use on myself in my own regimen ! There is also a very special giveaway because I love you all so much ! One follower will win ALL the products I used in this video ! ! ! #Complexionsbyjade How to WIN : 1 . Must Follow @jadeywadey180 and @katesomervilleskincare 💙 2 . Tag a friend below that you ’ d like to get a facial with ! 3 . Like this video ❤ Used all Kate Somerville Products : Goat Milk Cleanser ExfoliKate Intensive Treatment Kx Ceramides + Omegas Serum Kx Bio-Mimiking Peptides Dermal Quench Liquid Lift Retino Vitamin C Moisturizer All available @sephora #KateSomervilleSkincare * No purchase necessary to enter . Giveaway ends October 4th at 11:59 PM . Open to legal residents of the continental United States and D . C . , who are at least 18 years of age . The winner will be contacted via DM by @katesomervilleskincare . Official rules here : http://bit.ly/2nFeNFW #Jadécomplexions",True,False,train
Working on some abs and a$$ with my trainer! I won’t be able to walk later 🔥🔥Did you workout today?? Sipping on @Redline_Energy ⁣ ⁣ ⁣ ⁣ Follow the inventor @BangEnergy.CEO ⁣ ⁣ #RedlineEnergyDrink #Redline #EnergyDrink #BangEnergy⁣,True,False,train
Can’t hear anything but this podcast I’m listening to right now and that’s the way I like it 😉 🎧 @montblanc #montblanc #montblanctech #montblanctravel,True,False,train
Pssst. I have a new @youtube channel. Have you subscribed? Link is in profile and I drop a new video EVERY WEDNESDAY. Today → My step-by-step everyday makeup routine. Can’t wait to hear your thoughts! Xx 💄,True,False,train
"The post-workout-feeling 🙏🏻 🙆🏼 guys , what keeps you running ? 🏃🏼 👟 ❤ ️ wearing my rainbow #lunarepic by @nikerunning ( outtfitdetails here - http://liketk.it/2oRHR ) | Read more on my blog / / snapchat "" carodaurohnee "" 💕",True,False,train
< red & pink among the cherry blossoms in Central Park ! ❤ ️ 💕 I am loving a great suit - and clearly not just one for work but also for a casual chic moment . I linked to all my favorite @nordstrom workday to weekend pieces under $ 100 . Shop via the link or in the @liketoknow . it app ! > http://liketk.it/2voZl #liketkit @liketoknow . it #cherryblossom #centralpark #worktoweekend,True,False,train
Today's @Dior show was unreal 🌻 🌾 truly loved the complete collection ! @Dior chose the PERFECT venue to show the #diorcruise collection 👏🏻 ( watch my IG Story ) • /,True,False,train
My nuggets love JERZDAY 👦🏽👧🏽 #Represent #YesIMadeThemJerzdayShirts #NoShame available @ NicolesCraftRoom.com,True,False,train
<finally time for the weekend 🕔 wearing my @movado bold watch!> Hope everyone had an amazing week #movado,True,False,train
"Bummed you missed out on the @thequeenpegasus Lash Elixir Kit last week? Don’t trip 'cause guuuuurl they restocked!! First time I’ve EVER been complimented on my natural lashes, and I have to say… it feels pretty damn good… Yup, meatball to freaking pegasus - got me feeling magical AF right now! Head to thequeenpegasus.com before they sell out again!",True,False,train
My new favorite at home self tan all the way from Australia @bondisands,True,False,train
Just out here getting my Monday night chest pump 🎈🎈🎈 • This workout fueled by Hyde preworkout by @prosupps_llc 👹⚡️ I get mine from @taylorsville_nutrition; if you’re in Utah check them out and don’t forget to tell them I sent you to get 10% off your order! 💪 - - #chestday #internationalbenchday #pecs #8weeksout #mondaymotivation #selfie #gnctaylorsville #wbffpro,True,False,train
When you find a shirt that fits 👌🏼 need it in every colour ! @coastfashion,True,False,train
"Us, together, doing absolutely nothing at home. Most exciting plans we’ve had all week.😉🙌🏼 ps THANK YOU ALL for your support in me keepin it real in yesterday’s post. It meant more to me than I can say. #lit_fam_love Use code SARAHL20 for 20% off anything on the @vicidolls site! Cutest new arrivals dropped last night. 💕 #vicidolls #vicicollab . . . . . #bigfamily #mama #familyovereverything #kidsfashion #mommybloggers #mommylife #momtog #motherhoodunplugged #momitforward #childhoodunplugged #letthembelittle #momswithcameras #photooftheday #thehappynow #mytinymoments #flashesofdelight #chooselovely #livethelittlethings #lovelysquares #holdthemoments #dailyparenting #uniteinmotherhood #clickinmoms #candidchildhood",True,False,train
A dapper needs to keep it 💯 like the real fruits ingredients in my delicious @noosayoghurt #noosayoghurt,True,False,train
"This cloudy LA Saturday is perfect for an indoor workout ⛅️ ( Does anyone else love living room yoga?) It’s so hard to keep my energy up in gloomy weather like this! That’s why it’s important to add the proper protein elements to my diet. When I make the decision to add protein to my diet, my energy is lifted throughout the day and I avoid sluggish hours. These @1stPhorm Level-1 protein bars are an awesome alternative for someone who doesn’t prefer to make protein shakes. They taste like candy bars! Pictured here: salted caramel crunch. 🤤 #1stphorm",True,False,train
"We're enjoying our brunch at home especially by the mimosas bar 🥂🍽 special thanks to @mikasa.dining for providing all the dinnerware sets #MikasaDining --- Nosotros estamos disfrutando nuestro domingo de brunch, especialmente muy cerquita del mimosas bar 🍹🍹 feliz domingo 🙋🏻🙋🏻‍♂️ @mikasa.dining #theperfectpair ---",True,False,train
/ / to bean or not to bean @tiffanyandco 🤍 #BeInBean #ElsaPeretti #TiffanyPartner,True,False,train
"Picking out new furniture for the house has been tricky , but I 100 % knew that I wanted to get a @lullbed mattress when moving into my new place ! 💖 I had heard so many great things about it & now I can say for myself , it truly feels like I ’ m sleeping on a cloud ! ! ☁ ️ Get $ 100 off your own @lullbed at lull.com/shea #getyourlullon",True,False,train
Live session with @stellarosa #stellarosa #stellabratecanvenience Cocktails Ingredients : Cocktail # 1 : Grapefruit “ Grapefruit Rita ” 3 oz . Stella Rosa grapefruit 1 oz . tequila 1 oz . lime juice ½ oz . triple sec Ice lime wedge ( garnish ) Cocktail # 2 Watermelon “ Watermelon Lime Passion ” 3 oz . Stella Rosa watermelon 1 oz . vodka 1 oz . lime juice 1 tbsp . simple syrup Ice Cocktail # 3 Blueberry “ Blueberry Bliss ” 3 oz . Stella Rosa blueberry 1 oz . Gin 2 oz . lemonade 1 tbsp . simple syrup Ice Rosemary ( for garnish ),True,False,train
"Real style is never a matter of right or wrong. It's a matter of being yourself on purpose.""--G. Bruce Boyer Feeling rooted and purposeful today. Thanks, @ReebokClassics for these classics that pair with my everyday style. Pick yours up – whatever your style-- at Reebok.com or @Journeys #ClassicLeather #ReebokClassic",True,False,train
"My first pregnancy I was gifted a book from a nutritionist friend on what foods to eat during each trimester. Thought it was AAAmazing. Fast forward to my 5th, not sure where that book went 🤔 funny how with each pregnancy I’m a liiiittle less on top of things - sad to say! Recently I’ve discovered @RainbowLight’s First Thousand Days multivitamins, and wish I’d known about them years ago! Did you know your body, and your baby, need different things during each stage of pregnancy? Even for preconception and all the way to the nursing mama, certain things are so important for health and development! I love knowing that I’m taking something that’s customized for me, and Adelaide’s, optimum health - and I don’t have to really think about it - cause, ya know, #momlife 😉🤪. You can pick em up at Sprouts or order online! #FirstThousandDays #RainbowLight . . @hugolovestiki #hugolovestiki . . . . . #mama #mommybloggers #mommylife #momtog #motherhoodunplugged #momitforward #childhoodunplugged #letthembelittle #momswithcameras #photooftheday #thehappynow #mytinymoments #flashesofdelight #chooselovely #thatsdarling #livethelittlethings #lovelysquares #holdthemoments #dailyparenting #teammotherly #uniteinmotherhood #clickinmoms #candidchildhood",True,False,train
So what did you think of my Big Game commercial? Check it out if you missed it! #SaveLikeTiffany,True,False,train
"To celebrate the launch of @carterbeautycosmetics by @marissacarter in selected @primark stores across the UK, I had my makeup done with some of their incredible products earlier today – how insane is their Warm Velvet eyeshadow palette?! Get yours now in Primark stores across the country and online at www.carterbeautycosmetics.com #TeamCB",True,False,train
"I PASSED MY DRIVING TESTTTTT! 🚗🤯 I guess it must be true when they say 3rd time lucky... I failed my test twice when I was 17, 10 years later and I’ve finnnnaaallly passed! I have to give credit to my awesome instructor from @getlicenseddrivingschool for being the most relaxed human being & making me feel so confident! ... I did it! ❤️ Now time to shop for a car... suggestions??!!!! 🤔 #drivingtest #drivinglessons #passwithgetlicensed",True,False,train
YAS LEOPARD 😩❤ my Jersey Girl Romper- link in bio‼️ @thesnookishop,True,False,train
🚨 ANNOUNCEMENT 🚨 Guess who is a @shreddy ambassador 😬 ME! Guys I am soooooo buzzing about this you don’t understand...you guys know how much I love my @ home work outs especially in the current situation! And this is just so perfect ♥️🏋️‍♀️ Here I am doing the home tone up legs & bum work out. I’ll also be taking part in the challenge which is starting on Monday go check it out and come join 💪🏽,True,False,train
"This museum was such a beautiful place to learn about aviation history and to take beautiful pictures w/ these vintage planes ✈️ when you come to @Visitvabeach, think #BeyondTheBeach",True,False,train
"I started the @teamiblends 30 day detox program because they promote a healthy lifestyle and it is important for me to feel my best🧡. I'm on day 7 right now... I have way more energy and it is like a magic tea to get rid of tummy bloat. I’m in love with their cute pink travel bottle💕. If you’re looking for a natural detox, this is it. Use code: KYLIE20 off yours #thankyouteami",True,False,train
"Skincare is the new makeup💦 Here are products I love for a dewy healthy glass complexion with 0 foundation... _ Citrine Crystal: happiness, creativity & abundance _ @thegoldensecrets Essential oil _ @EvanHealy Cleansing Milk _ @Foreo #luna3 brush Leaves my skin feeling vibrant and smooth _ @mdnaskin Rose Mist for hydrating and toning _ @eminenceorganics Stonecrop antioxidant mask for firming _ @lpar_skincare Vitamin C Ferulic Serum for anti-aging _ @epicuren Brazilian Propolis Lotion for nourishing _ @yonkausa Phyto-Contour for tightening eye area & fine lines _ Massage everything in with Luna3 for product absorption _ @tatcha Kyoto Red Tinted lip oil for a flush stain to cheeks #ComplexionsbyJade #skincare #Skincareroutine #skincarecommunity",True,False,train
Finally whipping out all my new jackets for the season • I added a shelf on my @snupps profile (the app where I organize/share my closet) so you can see my recent favs - I linked to the jacket on the app so head over for the brand!,True,False,train
"As I get close to competition, the importance of some things increases; Cardio Tight dieting And the sometimes overlooked... Manscaping 🤷🏼‍♂️ - I can’t be having any hairs, even my fair blonde body hair, messing with the application of my show tan! @manscaped hooked it up with this amazing kit, including my favorite piece; the Plow! This thing has made keeping tight grooming easier than ever! - Try it for yourself and get 20% + Free Shipping + Free Gift with code “TD20” at Manscaped.com! - #2weeksout #abs #manscaped #manscaping #manpanties #nyc #newyorkcity #showtime #wbffpro",True,False,train
<just two gals living out their pink blazer dreams in @veronicabeard 💕 // my dress also #veronicabeard which will be on repeat all season long>,True,False,train
"IT’S FINALLY AVAILABLE! Having worked on this for what feels like so long, Cordially Invited is now available to add to your book shelf, recipe stand or coffee table. I’m so pleased with it & poured my vision & creativity into every page. I really hope there is something in there to inspire you or encourage you to make an occasion out of every day, because life is too short not to to be honest 🍂🧡 I’d love to know which page is your favourite! Let me know in the comments 😊",True,False,train
Thankful for all this hot weather and sunshine. Before my afternoon surf I have been drinking @kafinaenergy and unlike the old preworkout I used to drink I don’t feel irritable and restless. I stay out for hours and have a level head and don’t get tired so fast. All around a pretty dang good product that I have been enjoying and taste yummy. - - #kafinaenergy #fuelyoursoul,True,False,train
<trying to figure out how to make this long weekend even longer 🤔 // new post on Atlantic-Pacific with @nordstrom - jump on over to the site to shop this whole look or use the @liketoknow.it app!> http://liketk.it/2vVOn #liketkit #nordstrom #summerstyle #nordstrompartner,True,False,train
Never want to leave Hawaii or this amazing hotel!! I booked through the @AmericanExpress Hotel Collection and got access to some amazing benefits like a room upgrade. Can’t wait to be back! #AmexPlatinum #AmexAmbassador #AmexLife,True,False,train
Ahoy from the Smiley Express ⚓️🤗 “The Sweetest Thing” bundle from @balibody is one of my summer essentials to smell fruity and keep my tan deliciously dark 😋,True,False,train
LONDON WE'RE COMING FOR YA! 🇬🇧All of our U.K. babes are invited to join us for a weekend of shopping and fun at our A Bikini A Day Pop Up Shop! ❤ Get personally styled by us in brand new @mondayswimwear and @mondayactive ! 😍 We're so excited to be bringing our pop up shop to the U.K. for the first time after so many requests! Please make sure to RSVP your guests email addresses as well as what day you plan to attend to RSVPlondon@abikiniaday.com See you there!!! X #ABikiniADayPopUp,True,False,train
Bonjour Paris 🌹 wearing my #caroxcalzedonia fishnet tights 😍 so proud of my own little #calzedonia collection 🙏🏻 Did you already checked out the collection in their shops ? You can buy them until Saturday ! #italianlegwear,True,False,train
"Who else is not washing their hair everyday besides me? (I shower everyday though!😂) WARNING: do not really spray my @ogx_beauty Mermaid Dust Dry shampoo in your mouth😂...@emmawillismakeup and I were just joking it smells so good you want to eat it! It really is like the best perfume/volumizer dry shampoo! Here’s a fun clip of how I used to look when we could leave the house😂demonstrating me wearing jewelry & not-sweats AND the power of dry shampoo !We filmed this with @maneaddicts wayyyyyy before we all had to stay home and I want you all to know, I love reading your posts and everyone saying how just the scent of my POP GLAM collection with OGX is a brightening your days at home❤️💕...I’m hugging you all in my heart and happy the little things like a yummy scent are a sparkle of joy to your day! #MermaidHair ##UncapTheLove #OGXpert #kandeejohnson",True,False,train
"Green is my favorite color. 🌱☘️ . . It’s the color of my eyes, the outdoors and the name of my favorite @1stPhorm supplement. Opti-Greens 50 is my favorite daily intake of fruits, veggies and green superfood complex. The superfood complex is a blend of 8 ORGANIC grasses and greens and has the equivalent vitamins and minerals of a 2oz shot of juiced greens. One container of Opti-Greens is a better buy than an $8 juice everyday. I love that @1stPhorm makes being healthy yummy, affordable and efficient 💪🏼 #1stphorm #greens",True,False,train
"no wasted time in California 🌴 another trip out to the west coast for some much needed girls time & beach-side relaxation!! 💛🙌🏼 doing all the things from wig parties, long walks on the beach (awh), Disneyland & so much more!! see it all on my stories & LA highlight 💕 @liketoknow.it #liketkit http://liketk.it/2DZUA",True,False,train
"Don’t know about you, but with all this time at home I’ve gotten really efficient with my laundry. For the first time in my life, I find it calming and even therapeutic! My new @maytag Top Load Washer and Dryer deliver in every way. When I’m washing the grimy clothes of two teen boys, the Extra Power button boosts stain-fighting performance and legit makes all the difference. 🤍🧼🤍 #maytag",True,False,train
/ / When @adidasoriginals goes @gucci and @gucci goes @adidasoriginals 🤍,True,False,train
As a busy mom i don’t have time to clean my makeup brushes that’s why I’m so obsessed with Zoe! 💞 @zoexlilumia She cleans AND dries my makeup brushes so I don’t have to 🙌 No more unexpected breakouts and my makeup looks so much better using clean brushes! 💃 You can get yours too for 50% off the next 48 hours 😍 Just click the link in their bio for details @zoexlilumia 👯‍♀️ They also have a 💜 it or send it back guarantee! #zoexlilumia #zoe #partners,True,False,train
Want to know a beauty secret ? A flawless face is just a few clicks away with @Acuvue ! 🙌🏻 Enter to win a makeover + free color consultation at ELLE.com/EyeOnBeauty #EyeOnBeauty #AcuvueDefine #NoPurNec #Elle #SeptemberIssue,True,False,train
"When asked what has had the most impact on my life and business, my answer is this...⠀ Priority alignment.⠀ ⠀ In this tutorial, I will teach you how to get clarity on what is important and what is not...⠀ So that you can stay laser-focused on hitting your BIG goals for the year.⠀ ⠀ Get free access here ➡️ https://utm.io/ukZ5⠀ (Swipe UP ⬆️ in my IG stories)",True,False,train
<C O L O R ❤️💙 H A P P Y // revisiting this color combination wearing @katespadeny > #loveinspades #katespade #tbt,True,False,train
"My secret to glowing skin? Gym TONE Laundry. Glow2oh Dark Spot Toner by @olehenriksen was the missing skincare step I never knew I needed. 💙🤛🏽Now I’m saying #buhbyedarkspots and bye bitches to all my other skin sins. Work hard, play hard, glow harder. Be sure to watch my stories and swipe up for the full video! @sephora",True,False,train
<Feeling on top of the world // Thanks to @ritzcarlton for the most magical trip to @ritzcarltonbachelorgultch - from skiing to the most fantastic meals to snowshoeing to woodburning and whiskey tasting I am recapping all my favorite moments in stories!> #RCMemories,True,False,train
"Have you heard about the @tipsyscoop ‘Make Your Own Boozy Sundae’ Bar at @ragtrader?! 😋 Stop in for brunch and you can make your own mimosa, #devour a brunch entree AND build a @tipsyscoop sundae with all the toppings!!!! 💪🏼#DEVOURPOWER",True,False,train
🤗 That #Cheese Though ! 🤗 🍕 Stuffed Crust DEEP ! DEEP ! Dish Pizza from @littlecaesars ! This is literally 3 1/2 feet of cheese sin the crust alone ! Another casual #guiltypleasure ! 😏 👉🏼 Try it out and let us know if it's your new favorite #StuffedCrust ! Jump to the link in our bio for a chance to win FREE PIZZA ! 👈🏼 📍 @littlecaesars 📷 @devourpower 👻 Snapchat : Devourpower #️⃣ #DEVOURPOWER 👇🏼 TAG YOUR #PIZZAPIZZA FRIENDS ! 👇🏼,True,False,train
"We created an epic Steak & Double Cheese Grilled Cheese to let you know about a $10,000 #BreadSelfieChallenge! Create your own epic sandwich using @arnoldbread, @oroweatbread or @brownberrybread and take a selfie! It’s that easy! But you better get creative because the competition will be fierce! 🔥 Just post your craziest #BreadSelfieChallenge photo and you could win that $10,000 prize! #DEVOURPOWER 💰💰💰💰💰💰 Contest Guidelines: 🤳Take your best Bread Selfie! BE CREATIVE! 🍞Tag the Bread you use in your photo - this includes @arnoldbread, @oroweatbread or @brownberrybread ! ✔️Use hashtag: #BreadSelfieChallenge 🤞🏻sit back, cross fingers and wait for the call that you have won $10,000! 👊🏻: PLUS $2 per entry will be going towards @nokidhungry! 📋: For Full terms and conditions-http://bit.ly/2HwH07f 📷: @devourpower",True,False,train
i thought i’d share some cute winter fits with y’all that you can take some inspo from! which one is your fav?☃🤍 @boohoo Wide Leg Hooded Knitted Set: https://go.magik.ly/ml/sqcq/ Basic Funnel Neck Long Sleeve Crop Top: https://go.magik.ly/ml/sqcr/ Woven Oversized Pocket Detail Check Shirt: https://go.magik.ly/ml/sqcs/ Mid Wash Distressed Knee Mom Jean: https://go.magik.ly/ml/sqcu/ Panelled Faux Fur Hood Padded Coat: https://go.magik.ly/ml/sqcw/ High Rise Distressed Skinny Jean: https://go.magik.ly/ml/sqcx/ #myBOOHOOstyle @MagicLinks #winter #outfits,True,False,train
"@applebees is bringing back a fan-favorite LIMITED TIME OFFER: The Bigger, Bolder Grill Combos! We stopped by to DEVOUR a couple of them and definitely recommend you do the same. 😋 You can choose from one of five delicious grill combos each served with mouth-watering sides! #DEVOURPOWER 👉🏼 6-ounce USDA Select Top Sirloin & Half Rack Babyback Ribs with Honey BBQ Sauce. 👉🏼 Grilled Shrimp Skewer with Honey BBQ Sauce, Crispy Shrimp & 6 ounce USDA Top Sirloin. 🤷🏻‍♀️ Which would you choose?!",True,False,train
<ruffled rider 🚲 // crusin' around nantucket in sneaks and my @whowhatwearcollection ruffle dress! 💕> #currently #nantucket #ack #mywhowhatwear,True,False,train
getting into the festive spirit with @nordicspirit_uk #nicotinepouches uches ❄☃ #nordicspirit 18+ Contains Nicotine - Nicotine is an addictive substance. #anytimeanywhere,True,False,train
"this flight was very ready for take off 🍻✈️ weeeekend ready with football games, baby showers & Halloween to fill the days! 🍂🎉🎃 y’all can shop this exact head to toe look on my @liketoknow.it now! plus this cozy tunic is 15% off with code SHEALEIGH15 from @thepinklilyboutique! #liketkit #pinklilystyle #pinklilyboutique http://liketk.it/2GdSc",True,False,train
"new @shopweworewhat coverup in a print inspired by my bedroom’s vintage rug • don't forget to shop this launch on 3.16 using the @klarna.usa app to buy now, and pay later #iwantklarna #klarnapartner",True,False,train
"♥️=🧨 Life is full and SO blessed with all my babes, but let’s be real, it’s also hard as heck to remember to take care of MAMA. One of my guilty pleasures is getting my lashes done! (Please tell me you do something a little extra sometimes in the name of taking care of YOU!) Today I’m talking all about why lash extensions are my thang in stories. Seriously, time saver + they make me feel pampered (and glam 😘)! http://liketk.it/2D8Wx #liketkit @liketoknow.it #LTKbaby @liketoknow.it.family #adelaidelou",True,False,train
| Sunday goals right there ♥️ 🥂 Roast ✅ My girls are over and we’re enjoying @maliburumuk Strawberry Spritz in the garden soooo yummy☀ this feels like summer 😎What more could you ask for 🤗#becausesummer,True,False,train
After the @eliesaabworld couture show 🌟 🌈 🌟 #girlofnow #eliesaab,True,False,train
